product_name,amazon_price,meesho_price,discount_pct,rating,num_reviews,page_views,conversion_rate,demand_intensity,season,price_difference
KitchenPro Storage Pro,48.01,46.05,0.0,4.5,191,107,1.87,2.0,Winter,1.9600000000000009
TechPro Tablets Elite,1542.81,1413.13,0.0,3.6,126,91,2.2,2.0,Autumn,129.67999999999984
StyleHub Shoes Pro,53.27,50.4,0.0,4.1,256,96,4.17,4.0,Summer,2.8700000000000045
StyleHub Jackets Premium,63.17,60.01,0.0,4.2,291,184,1.09,2.01,Autumn,3.1600000000000037
AcademiaBooks Comics Premium,73.59,63.1,0.0,4.1,161,455,0.44,2.0,Summer,10.490000000000002
TechPro Headphones Plus,1401.05,1260.41,0.0,4.9,362,214,1.87,4.0,Autumn,140.63999999999987
StyleHub Jackets Elite,273.27,235.62,0.0,3.9,133,138,0.72,0.99,Summer,37.64999999999998
StyleHub Shoes Pro,53.75,49.07,0.0,4.1,256,88,3.41,3.0,Monsoon,4.68
ModernSpace Appliances Premium,96.32,87.56,13.74,4.5,299,59,1.69,1.0,Summer,8.759999999999991
KitchenPro Decor Plus,200.68,183.42,0.0,4.3,138,173,0.58,1.0,Autumn,17.26000000000002
StyleHub T-Shirts Pro,282.31,244.48,0.0,3.9,352,123,1.63,2.0,Winter,37.83000000000001
TechPro Laptops Elite,996.99,970.25,0.0,4.3,482,173,1.16,2.01,Monsoon,26.74000000000001
ModernReads Comics Plus,35.17,33.79,0.0,4.3,10,452,0.88,3.98,Winter,1.3800000000000026
SmartGen Headphones Plus,2288.53,2210.55,0.0,3.6,66,332,1.2,3.98,Winter,77.98000000000002
TechPro Laptops Premium,262.19,224.19,0.0,4.3,122,443,0.9,3.99,Summer,38.0
StyleHub T-Shirts Pro,302.5,268.62,0.0,3.9,352,195,1.03,2.01,Monsoon,33.879999999999995
ClassicPress Non-Fiction Plus,45.9,40.96,0.0,4.0,417,124,1.61,2.0,Monsoon,4.939999999999998
TechPro Headphones Standard,2358.94,2217.66,0.0,4.1,117,244,0.41,1.0,Monsoon,141.2800000000002
AcademiaBooks Comics Premium,71.33,63.75,0.0,4.1,161,152,0.66,1.0,Monsoon,7.579999999999998
StoryWorld Children Pro,49.35,43.16,0.0,4.7,366,285,0.7,2.0,Autumn,6.190000000000005
UrbanWear Dresses Premium,225.44,197.89,0.0,4.6,286,207,1.45,3.0,Monsoon,27.55000000000001
ModernSpace Decor Premium,375.53,363.88,0.0,4.4,355,170,1.18,2.01,Summer,11.649999999999977
AcademiaBooks Children Premium,80.35,70.3,0.0,3.8,32,469,0.43,2.02,Summer,10.049999999999997
ModernReads Comics Plus,28.96,27.55,13.56,4.3,10,402,0.75,3.02,Monsoon,1.4100000000000001
TechPro Laptops Elite,1597.59,1491.96,5.57,4.2,498,497,0.2,0.99,Winter,105.62999999999988
StyleHub Jackets Elite,280.92,267.43,0.0,3.9,133,374,0.27,1.01,Summer,13.490000000000009
ModernSpace Appliances Premium,111.43,96.74,0.0,4.5,299,398,0.5,1.99,Monsoon,14.690000000000012
ModernSpace Decor Premium,389.4,342.87,0.0,4.4,355,244,0.41,1.0,Monsoon,46.52999999999997
StyleHub Dresses Standard,127.07,109.21,0.0,4.8,48,345,0.87,3.0,Winter,17.86
StyleHub T-Shirts Pro,278.21,253.23,0.0,3.9,352,294,0.68,2.0,Winter,24.97999999999999
SmartGen Headphones Plus,2151.64,1896.45,0.0,3.6,66,387,0.78,3.02,Summer,255.18999999999983
ElectroMax Smartwatches Plus,1786.4,1727.32,0.0,4.1,43,463,0.43,1.99,Autumn,59.080000000000155
AcademiaBooks Textbooks Elite,35.59,30.34,5.25,3.8,252,381,0.26,0.99,Winter,5.2500000000000036
TechPro Laptops Pro,1739.69,1619.93,0.0,3.6,226,280,1.07,3.0,Winter,119.75999999999999
StoryWorld Comics Standard,17.61,15.24,0.0,4.3,296,114,0.88,1.0,Monsoon,2.369999999999999
AcademiaBooks Children Premium,83.38,72.37,0.0,3.8,32,420,0.24,1.01,Autumn,11.009999999999991
ElectroMax Smartwatches Plus,1903.01,1816.08,0.0,4.1,43,390,0.77,3.0,Summer,86.93000000000006
AcademiaBooks Textbooks Elite,37.48,33.09,0.0,3.8,252,497,0.4,1.99,Winter,4.3899999999999935
ComfortLiving Decor Plus,570.63,544.06,0.0,4.5,244,169,0.59,1.0,Summer,26.57000000000005
UrbanWear Shoes Premium,261.26,254.1,0.0,4.7,107,194,0.52,1.01,Monsoon,7.159999999999997
HomeEssence Storage Standard,142.21,123.76,0.0,4.7,146,287,1.05,3.01,Autumn,18.450000000000003
AcademiaBooks Textbooks Elite,35.95,32.66,0.0,3.8,252,82,2.44,2.0,Summer,3.2900000000000063
HomeEssence Bedding Premium,592.0,516.03,0.0,5.0,344,329,0.61,2.01,Summer,75.97000000000003
ModernSpace Appliances Premium,103.39,99.04,0.0,4.5,299,498,0.6,2.99,Winter,4.349999999999994
TechPro Headphones Standard,2221.05,2048.16,0.0,4.1,117,288,0.35,1.01,Winter,172.89000000000033
ModernSpace Appliances Premium,96.68,89.92,12.81,4.5,299,493,0.61,3.01,Autumn,6.760000000000005
ClassicPress Non-Fiction Plus,47.27,43.38,0.0,4.0,417,123,2.44,3.0,Autumn,3.8900000000000006
StyleHub T-Shirts Pro,223.56,195.27,23.67,3.9,352,161,0.62,1.0,Summer,28.289999999999992
KitchenPro Decor Plus,196.01,185.58,0.0,4.3,138,459,0.22,1.01,Monsoon,10.429999999999978
AcademiaBooks Textbooks Elite,35.17,31.74,0.0,3.8,252,432,0.23,0.99,Winter,3.4300000000000033
DigiCorp Smartphones Standard,506.57,466.49,11.47,4.6,285,291,1.03,3.0,Summer,40.079999999999984
StyleHub Jackets Premium,61.72,59.25,0.0,4.2,291,117,1.71,2.0,Monsoon,2.469999999999999
ElectroMax Smartphones Standard,1530.5,1476.4,23.74,5.0,450,166,1.2,1.99,Summer,54.09999999999991
ModernSpace Appliances Premium,92.08,83.15,11.99,4.5,299,146,2.05,2.99,Summer,8.929999999999993
AcademiaBooks Comics Plus,98.89,86.97,0.0,3.6,315,318,0.63,2.0,Monsoon,11.920000000000002
TechPro Headphones Standard,2383.01,2075.49,0.0,4.1,117,378,0.53,2.0,Monsoon,307.52000000000044
ComfortLiving Decor Plus,619.06,552.44,0.0,4.5,244,176,0.57,1.0,Monsoon,66.61999999999989
ModernReads Non-Fiction Pro,14.9,13.64,0.0,4.4,377,451,0.44,1.98,Monsoon,1.2599999999999998
ModernSpace Decor Premium,388.07,378.3,0.0,4.4,355,101,1.98,2.0,Monsoon,9.769999999999982
HomeEssence Cookware Elite,476.81,435.45,0.0,3.9,389,435,0.46,2.0,Autumn,41.360000000000014
AcademiaBooks Textbooks Elite,36.07,31.26,0.0,3.8,252,469,0.43,2.02,Summer,4.809999999999999
KitchenPro Storage Pro,44.25,41.9,0.0,4.5,191,175,0.57,1.0,Summer,2.3500000000000014
TechPro Tablets Elite,1432.3,1403.41,0.0,3.6,126,426,0.7,2.98,Monsoon,28.889999999999873
ElectroMax Smartwatches Plus,1515.92,1468.47,14.24,4.1,43,101,2.97,3.0,Winter,47.450000000000045
StyleHub Jackets Premium,61.09,53.7,0.0,4.2,291,350,1.43,5.0,Winter,7.390000000000001
ClassicPress Non-Fiction Pro,41.73,36.67,0.0,4.5,125,470,0.21,0.99,Monsoon,5.059999999999995
TrendSet Jeans Standard,362.73,352.47,0.0,4.2,226,55,1.82,1.0,Winter,10.259999999999991
DigiCorp Tablets Standard,1917.7,1736.13,0.0,4.9,182,441,0.23,1.01,Autumn,181.56999999999994
AcademiaBooks Comics Plus,99.83,94.97,0.0,3.6,315,214,0.93,1.99,Autumn,4.859999999999999
ModernReads Non-Fiction Pro,13.18,11.29,13.75,4.4,377,205,0.49,1.0,Summer,1.8900000000000006
ComfortLiving Decor Plus,517.91,447.12,15.24,4.5,244,182,0.55,1.0,Winter,70.78999999999996
StoryWorld Comics Standard,18.38,17.37,0.0,4.3,296,53,3.77,2.0,Monsoon,1.009999999999998
TechPro Laptops Elite,981.82,848.23,0.0,4.3,482,197,1.02,2.01,Summer,133.59000000000003
ChicLine Jeans Premium,195.03,187.81,18.08,4.6,214,480,0.42,2.02,Monsoon,7.219999999999999
TechPro Tablets Elite,1449.4,1240.69,0.0,3.6,126,497,0.4,1.99,Summer,208.71000000000004
StoryWorld Comics Standard,17.62,16.49,0.0,4.3,296,101,1.98,2.0,Winter,1.1300000000000026
TechPro Headphones Plus,1493.22,1349.16,0.0,4.9,362,355,0.28,0.99,Winter,144.05999999999995
TechPro Laptops Pro,1723.56,1503.43,0.0,3.6,226,74,1.35,1.0,Autumn,220.12999999999988
HomeEssence Bedding Premium,562.88,537.22,0.0,5.0,344,191,1.05,2.01,Summer,25.659999999999968
TechPro Tablets Elite,1278.32,1176.59,16.23,3.6,126,178,0.56,1.0,Monsoon,101.73000000000002
TechPro Headphones Standard,2315.29,2043.28,0.0,4.1,117,394,1.02,4.02,Summer,272.01
KitchenPro Decor Plus,210.37,186.88,0.0,4.3,138,84,1.19,1.0,Winter,23.49000000000001
KitchenPro Decor Plus,193.52,187.9,0.0,4.3,138,411,0.49,2.01,Summer,5.6200000000000045
ComfortLiving Decor Plus,584.41,532.6,0.0,4.5,244,481,0.62,2.98,Summer,51.809999999999945
ModernSpace Decor Premium,360.97,349.35,0.0,4.4,355,97,4.12,4.0,Autumn,11.620000000000005
TrendSet Jeans Standard,370.63,335.56,0.0,4.2,226,413,0.24,0.99,Summer,35.06999999999999
ModernReads Non-Fiction Pro,14.04,13.74,5.82,4.3,357,131,0.76,1.0,Monsoon,0.29999999999999893
TechPro Laptops Premium,280.94,267.47,0.0,4.3,122,175,1.14,1.99,Summer,13.46999999999997
StyleHub Dresses Standard,103.71,99.96,14.84,4.8,48,420,0.71,2.98,Monsoon,3.75
AcademiaBooks Comics Premium,75.02,66.72,0.0,4.1,161,215,0.47,1.01,Summer,8.299999999999997
StyleHub T-Shirts Pro,280.97,265.81,0.0,3.9,352,122,2.46,3.0,Monsoon,15.160000000000025
AcademiaBooks Comics Premium,76.33,67.58,0.0,4.1,161,410,0.49,2.01,Monsoon,8.75
KitchenPro Decor Plus,196.17,185.63,0.0,4.3,138,113,0.88,0.99,Summer,10.539999999999992
StyleHub Dresses Standard,127.91,119.16,0.0,4.8,48,117,1.71,2.0,Monsoon,8.75
ElectroMax Smartphones Standard,1959.01,1712.5,0.0,5.0,450,319,0.31,0.99,Monsoon,246.51
StyleHub T-Shirts Pro,281.74,271.33,5.75,3.9,352,458,0.66,3.02,Autumn,10.410000000000025
HomeEssence Decor Pro,461.22,408.05,0.0,4.8,390,256,0.78,2.0,Autumn,53.170000000000016
ModernReads Non-Fiction Pro,14.91,12.92,0.0,4.3,357,194,1.03,2.0,Winter,1.9900000000000002
ClassicPress Children Plus,62.51,56.7,8.66,4.5,179,422,0.24,1.01,Monsoon,5.809999999999995
ModernSpace Decor Premium,355.77,328.4,0.0,4.4,355,269,0.37,1.0,Winter,27.370000000000005
StoryWorld Comics Standard,17.57,15.08,0.0,4.3,296,487,0.21,1.02,Monsoon,2.49
SmartGen Headphones Plus,2192.47,1922.72,0.0,3.6,66,465,0.43,2.0,Monsoon,269.7499999999998
HomeEssence Decor Pro,483.58,423.23,0.0,4.8,390,220,0.91,2.0,Monsoon,60.349999999999966
StyleHub Dresses Standard,118.35,110.36,0.0,4.8,48,104,1.92,2.0,Autumn,7.989999999999995
ModernReads Comics Plus,34.29,32.68,0.0,4.3,10,233,0.86,2.0,Summer,1.6099999999999994
HomeEssence Decor Pro,480.01,430.44,0.0,4.8,390,459,0.22,1.01,Summer,49.56999999999999
StoryWorld Comics Standard,18.01,16.97,0.0,4.3,296,256,0.78,2.0,Monsoon,1.0400000000000027
ComfortLiving Decor Plus,593.58,529.22,0.0,4.5,244,206,0.97,2.0,Summer,64.36000000000001
DigiCorp Tablets Standard,1478.73,1336.06,17.21,4.9,182,174,0.57,0.99,Summer,142.67000000000007
StyleHub Shoes Pro,55.99,49.25,0.0,4.1,256,75,2.67,2.0,Autumn,6.740000000000002
ElectroMax Smartwatches Plus,1807.29,1690.79,0.0,4.1,43,243,1.23,2.99,Monsoon,116.5
ChicLine Jeans Premium,247.64,230.72,0.0,4.6,214,260,0.77,2.0,Winter,16.919999999999987
StoryWorld Children Pro,45.94,42.34,9.61,4.7,366,426,0.47,2.0,Winter,3.5999999999999943
TechPro Headphones Standard,2412.68,2094.98,0.0,4.1,117,488,0.2,0.98,Summer,317.6999999999998
KitchenPro Decor Plus,193.25,178.37,0.0,4.3,138,438,0.46,2.01,Summer,14.879999999999995
HomeEssence Decor Pro,468.5,456.8,0.0,4.8,390,339,0.88,2.98,Winter,11.699999999999989
UrbanWear Shoes Premium,230.96,226.19,10.27,4.7,107,348,0.29,1.01,Monsoon,4.77000000000001
TechPro Laptops Premium,272.95,239.25,0.0,4.3,122,440,0.23,1.01,Monsoon,33.69999999999999
ElectroMax Smartwatches Plus,1828.33,1708.9,0.0,4.1,43,65,3.08,2.0,Autumn,119.42999999999984
StyleHub Dresses Standard,123.84,111.08,0.0,4.8,48,103,3.88,4.0,Summer,12.760000000000005
ModernSpace Storage Plus,358.47,311.33,0.0,4.4,85,491,0.41,2.01,Winter,47.14000000000004
UrbanWear Dresses Premium,215.15,207.42,0.0,4.6,286,253,1.19,3.01,Summer,7.730000000000018
ClassicPress Non-Fiction Pro,41.28,37.45,0.0,4.5,125,248,0.4,0.99,Monsoon,3.8299999999999983
StyleHub Jackets Elite,274.65,264.19,0.0,3.9,133,403,0.74,2.98,Winter,10.45999999999998
ElectroMax Smartphones Standard,2037.68,1994.75,0.0,5.0,450,84,2.38,2.0,Winter,42.930000000000064
UrbanWear Dresses Premium,214.94,187.07,0.0,4.6,286,253,0.79,2.0,Winter,27.870000000000005
ElectroMax Smartphones Standard,1842.3,1718.91,6.86,5.0,450,370,0.27,1.0,Monsoon,123.38999999999987
ModernReads Non-Fiction Pro,15.71,14.71,0.0,4.4,377,185,0.54,1.0,Summer,1.0
DigiCorp Tablets Standard,1796.56,1675.93,0.0,4.9,182,113,0.88,0.99,Monsoon,120.62999999999988
TechPro Laptops Elite,1744.03,1626.45,0.0,4.2,498,187,0.53,0.99,Summer,117.57999999999993
AcademiaBooks Textbooks Elite,37.43,35.18,0.0,3.8,252,138,1.45,2.0,Monsoon,2.25
TechPro Laptops Elite,937.76,808.95,0.0,4.3,482,464,0.43,2.0,Summer,128.80999999999995
TechPro Laptops Elite,1667.97,1485.35,0.0,4.2,498,469,0.43,2.02,Winter,182.62000000000012
HomeEssence Storage Standard,151.54,144.27,0.0,4.7,146,137,0.73,1.0,Monsoon,7.269999999999982
ClassicPress Non-Fiction Plus,42.45,41.16,9.98,4.0,417,346,0.58,2.01,Monsoon,1.2900000000000063
HomeEssence Bedding Pro,21.32,20.24,18.83,3.9,487,170,0.59,1.0,Monsoon,1.0800000000000018
ChicLine Jeans Premium,251.85,238.98,0.0,4.6,214,307,0.33,1.01,Monsoon,12.870000000000005
KitchenPro Storage Pro,42.78,39.98,11.22,4.5,191,226,0.88,1.99,Autumn,2.8000000000000043
KitchenPro Storage Pro,44.08,37.71,0.0,4.5,191,148,1.35,2.0,Monsoon,6.369999999999997
TrendSet Jackets Premium,87.35,81.49,0.0,4.0,35,184,1.09,2.01,Winter,5.859999999999999
ElectroMax Smartwatches Plus,1784.04,1585.09,0.0,4.1,43,458,0.22,1.01,Winter,198.95000000000005
AcademiaBooks Textbooks Elite,36.31,31.91,0.0,3.8,252,114,0.88,1.0,Summer,4.400000000000002
StyleHub T-Shirts Pro,290.86,269.75,0.0,3.9,352,397,0.25,0.99,Winter,21.110000000000014
TechPro Laptops Elite,951.19,897.03,0.0,4.3,482,242,0.83,2.01,Autumn,54.16000000000008
ModernSpace Storage Plus,372.74,336.19,0.0,4.4,85,203,0.49,0.99,Monsoon,36.55000000000001
AcademiaBooks Comics Plus,101.27,96.87,0.0,3.6,315,387,0.78,3.02,Monsoon,4.3999999999999915
StyleHub Jackets Premium,64.56,61.54,0.0,4.2,291,485,0.41,1.99,Autumn,3.020000000000003
HomeEssence Storage Standard,147.59,135.39,0.0,4.7,146,290,0.34,0.99,Summer,12.200000000000017
StyleHub T-Shirts Pro,226.85,193.53,19.82,3.6,216,137,1.46,2.0,Monsoon,33.31999999999999
TrendSet Jackets Premium,90.45,84.06,0.0,4.0,35,458,0.22,1.01,Monsoon,6.390000000000001
TechPro Laptops Elite,1734.39,1492.82,0.0,4.2,498,102,1.96,2.0,Monsoon,241.57000000000016
UrbanWear Shoes Premium,250.33,245.31,0.0,4.7,107,246,2.03,4.99,Winter,5.02000000000001
StyleHub T-Shirts Pro,289.08,250.39,0.0,3.9,352,365,0.82,2.99,Monsoon,38.69
ClassicPress Non-Fiction Plus,46.26,45.33,0.0,4.0,417,336,0.89,2.99,Monsoon,0.9299999999999997
StoryWorld Comics Standard,17.9,15.59,0.0,4.3,296,114,0.88,1.0,Summer,2.3099999999999987
UrbanWear Shoes Premium,251.75,229.64,0.0,4.7,107,323,0.93,3.0,Summer,22.110000000000014
AcademiaBooks Comics Premium,74.65,67.49,0.0,4.1,161,107,1.87,2.0,Monsoon,7.160000000000011
ElectroMax Smartwatches Plus,1908.85,1715.93,0.0,4.1,43,461,0.22,1.01,Autumn,192.91999999999985
ModernReads Comics Plus,35.25,29.98,0.0,4.3,10,386,0.52,2.01,Monsoon,5.27
TechPro Tablets Elite,1533.1,1421.39,0.0,3.6,126,202,0.5,1.01,Monsoon,111.70999999999981
ChicLine Jeans Premium,254.95,218.56,0.0,4.6,214,398,0.5,1.99,Monsoon,36.389999999999986
HomeEssence Bedding Premium,458.6,434.93,21.32,5.0,344,232,0.86,2.0,Winter,23.670000000000016
TechPro Laptops Pro,1858.49,1634.67,0.0,3.6,226,309,0.32,0.99,Monsoon,223.81999999999994
TrendSet Jackets Premium,86.89,83.35,0.0,4.0,35,474,0.63,2.99,Monsoon,3.5400000000000063
SmartGen Headphones Plus,2152.1,1980.41,0.0,3.6,66,155,0.65,1.01,Autumn,171.68999999999983
AcademiaBooks Textbooks Elite,32.26,30.74,12.22,3.8,252,404,0.25,1.01,Monsoon,1.5199999999999996
ModernReads Non-Fiction Pro,13.31,12.47,11.54,4.4,377,105,0.95,1.0,Summer,0.8399999999999999
UrbanWear Dresses Premium,168.75,159.46,23.78,4.6,286,207,1.45,3.0,Monsoon,9.289999999999992
TechPro Tablets Elite,1448.71,1307.72,0.0,3.6,126,210,0.95,2.0,Autumn,140.99
TechPro Laptops Elite,930.67,876.29,0.0,4.3,482,355,0.28,0.99,Monsoon,54.379999999999995
StyleHub Jackets Premium,65.78,61.78,0.0,4.2,291,389,0.26,1.01,Monsoon,4.0
ElectroMax Smartwatches Plus,1774.53,1723.31,0.0,4.1,43,467,0.43,2.01,Winter,51.22000000000003
TechPro Laptops Elite,1803.26,1598.93,0.0,4.2,498,221,0.45,0.99,Monsoon,204.32999999999993
ModernReads Non-Fiction Pro,15.18,13.75,0.0,4.4,377,92,5.43,5.0,Monsoon,1.4299999999999997
HomeEssence Bedding Premium,585.93,524.46,0.0,5.0,344,91,2.2,2.0,Winter,61.469999999999914
StyleHub Jackets Premium,65.27,62.76,0.0,4.2,291,461,0.87,4.01,Monsoon,2.509999999999998
HomeEssence Decor Pro,469.22,457.81,0.0,4.8,390,413,0.24,0.99,Summer,11.410000000000025
TechPro Tablets Elite,1389.46,1293.36,7.15,3.6,126,457,0.44,2.01,Monsoon,96.10000000000014
TechPro Laptops Elite,929.06,825.57,0.0,4.3,482,280,0.71,1.99,Summer,103.4899999999999
TrendSet Jeans Standard,325.25,312.25,13.04,4.2,226,194,0.52,1.01,Summer,13.0
TrendSet Dresses Pro,379.54,365.21,0.0,3.8,122,464,0.65,3.02,Autumn,14.330000000000041
TechPro Tablets Elite,1445.75,1264.17,0.0,3.6,126,327,0.31,1.01,Monsoon,181.57999999999993
ModernSpace Decor Plus,717.33,639.38,0.0,4.7,461,168,1.19,2.0,Summer,77.95000000000005
ModernSpace Storage Plus,356.36,349.15,0.0,4.4,85,363,0.55,2.0,Winter,7.210000000000036
ChicLine Jeans Premium,240.65,211.54,0.0,4.6,214,221,0.9,1.99,Summer,29.110000000000014
HomeEssence Cookware Elite,459.08,435.79,0.0,3.9,389,371,0.54,2.0,Monsoon,23.289999999999964
StyleHub Jackets Premium,55.44,49.12,14.49,4.2,291,286,1.05,3.0,Monsoon,6.32
ModernReads Non-Fiction Pro,15.24,14.04,0.0,4.3,357,484,0.62,3.0,Autumn,1.200000000000001
ModernSpace Decor Plus,675.62,596.76,0.0,4.7,461,65,1.54,1.0,Winter,78.86000000000001
ModernReads Non-Fiction Pro,15.61,14.24,0.0,4.4,377,394,0.25,0.98,Summer,1.3699999999999992
StyleHub Dresses Standard,95.64,85.75,22.75,4.8,48,120,0.83,1.0,Monsoon,9.89
TechPro Headphones Plus,1444.16,1335.08,0.0,4.9,362,270,0.37,1.0,Winter,109.08000000000015
AcademiaBooks Comics Premium,74.39,68.29,0.0,4.1,161,237,0.42,1.0,Winter,6.099999999999994
ModernSpace Storage Plus,321.83,300.35,13.82,4.4,85,297,1.01,3.0,Autumn,21.47999999999996
UrbanWear Shoes Premium,270.84,242.1,0.0,4.7,107,92,1.09,1.0,Monsoon,28.73999999999998
ModernReads Non-Fiction Pro,13.86,12.02,9.25,4.4,377,484,0.41,1.98,Winter,1.8399999999999999
ClassicPress Non-Fiction Pro,43.0,38.6,0.0,4.5,125,106,2.83,3.0,Monsoon,4.399999999999999
HomeEssence Bedding Pro,26.18,22.89,0.0,3.9,487,142,1.41,2.0,Autumn,3.289999999999999
TechPro Laptops Pro,1722.08,1482.24,6.35,3.6,226,320,0.62,1.98,Summer,239.83999999999992
ModernSpace Appliances Premium,102.49,88.76,0.0,4.5,299,344,0.87,2.99,Winter,13.72999999999999
StyleHub Jackets Premium,63.22,58.86,0.0,4.2,291,130,0.77,1.0,Autumn,4.359999999999999
TechPro Headphones Standard,1901.08,1693.33,15.45,4.1,117,482,0.21,1.01,Autumn,207.75
UrbanWear Dresses Premium,192.7,174.22,14.7,4.6,286,207,1.45,3.0,Monsoon,18.47999999999999
DigiCorp Smartphones Standard,579.11,539.74,0.0,4.6,285,100,2.0,2.0,Monsoon,39.370000000000005
HomeEssence Storage Standard,142.58,133.84,0.0,4.7,146,431,0.7,3.02,Autumn,8.740000000000009
TechPro Laptops Premium,232.19,202.22,13.4,4.3,122,315,0.63,1.98,Monsoon,29.97
ChicLine Jeans Premium,259.74,235.92,0.0,4.6,214,432,0.93,4.02,Summer,23.82000000000002
ClassicPress Children Plus,65.91,63.44,0.0,4.5,179,134,2.24,3.0,Summer,2.469999999999999
ModernReads Non-Fiction Pro,13.1,12.07,16.21,4.3,357,254,1.18,3.0,Autumn,1.0299999999999994
TechPro Headphones Plus,1463.7,1313.74,0.0,4.9,362,332,0.6,1.99,Autumn,149.96000000000004
StoryWorld Comics Standard,17.27,16.75,0.0,4.3,296,331,0.3,0.99,Winter,0.5199999999999996
ModernReads Comics Plus,32.39,28.59,0.0,4.3,10,251,0.8,2.01,Summer,3.8000000000000007
HomeEssence Bedding Pro,28.08,24.31,0.0,3.9,487,487,0.21,1.02,Summer,3.7699999999999996
TrendSet Jackets Premium,78.81,74.41,10.89,4.0,35,377,0.8,3.02,Monsoon,4.400000000000006
KitchenPro Storage Pro,45.93,43.03,0.0,4.5,191,74,5.41,4.0,Monsoon,2.8999999999999986
HomeEssence Storage Standard,154.79,142.44,0.0,4.7,146,407,0.25,1.02,Summer,12.349999999999994
ModernReads Comics Plus,35.46,31.72,0.0,4.3,10,81,2.47,2.0,Monsoon,3.740000000000002
AcademiaBooks Comics Plus,84.2,71.77,10.06,3.6,315,441,0.45,1.98,Monsoon,12.430000000000007
TechPro Laptops Pro,1768.45,1618.33,0.0,3.6,226,101,0.99,1.0,Monsoon,150.12000000000012
TechPro Headphones Plus,1502.5,1290.85,0.0,4.9,362,306,0.65,1.99,Winter,211.6500000000001
KitchenPro Storage Pro,44.44,42.22,5.45,4.5,191,401,0.25,1.0,Autumn,2.219999999999999
HomeEssence Bedding Pro,28.3,24.49,0.0,3.9,487,454,0.44,2.0,Monsoon,3.8100000000000023
TechPro Headphones Standard,1895.11,1728.4,18.21,4.1,117,429,0.47,2.02,Monsoon,166.7099999999998
AcademiaBooks Comics Premium,73.59,64.62,0.0,4.1,161,111,0.9,1.0,Monsoon,8.969999999999999
HomeEssence Bedding Premium,569.27,545.2,0.0,5.0,344,284,1.06,3.01,Winter,24.069999999999936
StyleHub Shoes Pro,52.04,46.7,0.0,4.1,256,402,0.25,1.0,Winter,5.339999999999996
TrendSet Dresses Pro,375.27,361.37,0.0,3.8,122,124,0.81,1.0,Monsoon,13.899999999999977
TechPro Laptops Premium,272.34,235.09,0.0,4.3,122,143,1.4,2.0,Monsoon,37.24999999999997
AcademiaBooks Comics Plus,100.51,87.9,0.0,3.6,315,206,1.46,3.01,Winter,12.61
HomeEssence Cookware Elite,480.06,433.11,0.0,3.9,389,62,1.61,1.0,Monsoon,46.94999999999999
StyleHub Jackets Elite,282.88,277.16,0.0,3.9,133,407,0.49,1.99,Summer,5.71999999999997
TrendSet Dresses Pro,306.55,285.01,24.8,3.8,122,459,0.44,2.02,Winter,21.54000000000002
StyleHub Jackets Premium,64.49,57.08,0.0,4.2,291,474,0.42,1.99,Autumn,7.409999999999997
HomeEssence Cookware Elite,459.25,405.36,0.0,3.9,389,221,0.9,1.99,Winter,53.889999999999986
KitchenPro Decor Plus,212.24,183.81,0.0,4.3,138,427,0.23,0.98,Summer,28.430000000000007
TrendSet Jackets Premium,74.17,64.17,15.27,4.0,35,457,0.22,1.01,Winter,10.0
TechPro Tablets Elite,1277.15,1104.94,18.05,3.6,126,299,0.33,0.99,Winter,172.21000000000004
TechPro Headphones Standard,1991.17,1919.45,11.14,4.1,117,240,0.83,1.99,Summer,71.72000000000003
StoryWorld Children Pro,41.59,39.22,14.95,4.7,366,339,0.29,0.98,Monsoon,2.3700000000000045
KitchenPro Decor Plus,180.48,163.01,8.73,4.3,138,400,0.75,3.0,Monsoon,17.47
ComfortLiving Decor Plus,599.13,568.68,0.0,4.5,244,177,0.56,0.99,Summer,30.450000000000045
ModernSpace Appliances Premium,111.7,103.59,0.0,4.5,299,112,0.89,1.0,Winter,8.11
HomeEssence Cookware Elite,459.53,431.57,0.0,3.9,389,147,0.68,1.0,Monsoon,27.95999999999998
ModernSpace Decor Plus,667.62,596.14,0.0,4.7,461,415,0.72,2.99,Monsoon,71.48000000000002
ModernReads Non-Fiction Pro,15.48,14.18,0.0,4.3,357,179,0.56,1.0,Monsoon,1.3000000000000007
SmartGen Headphones Plus,2309.34,1965.85,0.0,3.6,66,122,1.64,2.0,Winter,343.49000000000024
